"Dsyl_CEN_selection_time" "Dsyl_CEN_selection_density" "Dsyl_TCF1_selection_time" "Dsyl_TCF1_selection_density" "Dcar_TCF1_selection_time" "Dcar_TCF1_selection_density" "Dcar_FT_selection_time" "Dcar_FT_selection_density"
1.4908948102644 0.0518393501778862 1.69119670417877 0.114441828976102 1.25326051282437 0.107297281137729 1.71912464266043 0.175283668720717
1.49648270942008 0.049059739699502 1.7006678323007 0.109186458644422 1.26230507785654 0.102428012570154 1.73339965560702 0.167608693237401
1.50207060857576 0.0464369841039873 1.71013896042263 0.104001534262655 1.27134964288871 0.0978273996313331 1.74767466855361 0.160075174087449
1.50765850773143 0.0439661131576592 1.71961008854455 0.0988970151091493 1.28039420792088 0.0934825159875846 1.7619496815002 0.152699324538052
1.51324640688711 0.0416400026825092 1.72908121666648 0.0938851016514999 1.28943877295305 0.089376809751691 1.77622469444679 0.145517582368979
1.51883430604279 0.0394496693808564 1.7385523447884 0.0889797503248201 1.29848333798522 0.0854911600514257 1.79049970739338 0.138556384841845
1.52442220519846 0.0373846342858375 1.74802347291033 0.0842102181882925 1.30752790301739 0.0818050249591135 1.80477472033996 0.13182252617761
1.53001010435414 0.0354333401972996 1.75749460103226 0.0795906362046337 1.31657246804957 0.0782976058941437 1.81904973328655 0.125335618018778
1.53559800350981 0.0335836078813607 1.76696572915418 0.0751297849701326 1.32561703308174 0.0749491139601461 1.83332474623314 0.119112743606513
1.54118590266549 0.0318263841823288 1.77643685727611 0.0708420891581729 1.33466159811391 0.0717581506397411 1.84759975917973 0.113167616702059
1.54677380182117 0.0301519467296461 1.78590798539804 0.066740415325136 1.34370616314608 0.0686888761798227 1.86187477212632 0.107509901437697
1.55236170097684 0.02854066563156 1.79537911351996 0.062835591433493 1.35275072817825 0.0657307141831402 1.87614978507291 0.102144713866767
1.55794960013252 0.0269837984961586 1.80485024164189 0.0591359849296162 1.36179529321042 0.0628761649007023 1.8904247980195 0.0970943432570878
1.56353749928819 0.0254743815566142 1.81432136976381 0.0556471536363154 1.37083985824259 0.0601204932091298 1.90469981096609 0.0923538698870627
